Student ID,student_name,gender,grade,school_name,reading_score,math_score
16800,Michelle Wilson,F,9th,Hawkins High School,94,92
16801,Justin Mitchell,M,9th,Hawkins High School,62,99
16802,Katrina Williams,F,9th,Hawkins High School,81,98
16803,Brian Williamson,M,12th,Hawkins High School,65,99
16804,Bobby Pruitt,M,10th,Hawkins High School,58,80
16805,Stephen Wong,M,10th,Hawkins High School,96,67
16806,Samuel Mendoza,M,11th,Hawkins High School,92,68
16807,David Davis,M,9th,Hawkins High School,87,96
16808,Jennifer Sims,F,9th,Hawkins High School,79,67
16809,David Martin,M,10th,Hawkins High School,78,91
16810,Leslie Rich,F,11th,Hawkins High School,74,97
16811,Emily Pruitt,F,12th,Hawkins High School,83,76
16812,Mark Hartman,M,10th,Hawkins High School,85,80
16813,David Hall,M,12th,Hawkins High School,79,79
16814,Claudia Fernandez,F,9th,Hawkins High School,87,91
16815,Haley Phillips,F,10th,Hawkins High School,65,68
16816,Rebekah Robinson,F,10th,Hawkins High School,59,69
16817,Stephen Adams,M,11th,Hawkins High School,58,68
16818,Wanda Colon,F,10th,Hawkins High School,60,90
16819,Gregory Thompson,M,9th,Hawkins High School,85,64
16820,Matthew Tanner,M,11th,Hawkins High School,60,83
16821,Christopher Jones,M,11th,Hawkins High School,69,79
16822,William Munoz,M,12th,Hawkins High School,98,91
16823,Gina Miller,F,11th,Hawkins High School,77,97
16824,Kimberly Bradley,F,9th,Hawkins High School,66,68
16825,Linda Rush,F,9th,Hawkins High School,80,98
16826,Lisa Maldonado,F,9th,Hawkins High School,99,67
16827,Marilyn Moore,F,9th,Hawkins High School,55,84
16828,Wanda Gilmore,F,11th,Hawkins High School,93,91
16829,Joe Jones,M,9th,Hawkins High School,65,76
16830,Manuel Mcmillan,M,9th,Hawkins High School,93,85
16831,Marcus Williams,M,10th,Hawkins High School,78,92
16832,George Doyle,M,9th,Hawkins High School,79,89
16833,Eugene Chaney,M,10th,Hawkins High School,72,88
16834,Michael Moreno,M,10th,Hawkins High School,72,86
16835,Emily Murray,F,9th,Hawkins High School,70,87
16836,Bradley Brown,M,11th,Hawkins High School,69,94
16837,Sarah Chavez,F,10th,Hawkins High School,98,76
16838,Johnny Williams,M,11th,Hawkins High School,57,75
16839,Kathryn Wilson,F,10th,Hawkins High School,61,85
16840,Laura Palmer,F,10th,Hawkins High School,63,74
16841,Ashley Collins,F,9th,Hawkins High School,93,84
16842,Nancy Mccormick,F,9th,Hawkins High School,55,80
16843,Gina Lane,F,11th,Hawkins High School,62,76
16844,David Stein,M,10th,Hawkins High School,90,98
16845,Betty Martinez MD,F,10th,Hawkins High School,78,66
16846,Jennifer Watkins,F,12th,Hawkins High School,56,68
16847,Brooke Villegas,F,10th,Hawkins High School,99,98
16848,Charles Bray,M,9th,Hawkins High School,67,70
16849,Mary Floyd,F,12th,Hawkins High School,71,74
16850,Gavin Edwards,M,10th,Hawkins High School,89,69
16851,Mrs. Laura Weber,F,9th,Hawkins High School,87,80
16852,Aaron Hill,M,12th,Hawkins High School,92,72
16853,Jesus Kennedy,M,9th,Hawkins High School,57,74
16854,Shannon Cook,F,9th,Hawkins High School,93,79
16855,John Kim,M,11th,Hawkins High School,66,88
16856,Tiffany Jacobson,F,9th,Hawkins High School,80,83
16857,James Rowe,M,11th,Hawkins High School,77,92
16858,Steven Lewis,M,12th,Hawkins High School,63,95
16859,Rebecca Garza,F,9th,Hawkins High School,99,92
16860,Jesse Williams,M,12th,Hawkins High School,92,85
16861,Michael Klein,M,10th,Hawkins High School,86,73
16862,Melissa Tucker,F,12th,Hawkins High School,65,85
16863,Wayne Richard,M,11th,Hawkins High School,59,74
16864,Joseph Torres,M,11th,Hawkins High School,77,98
16865,Samantha Benjamin,F,12th,Hawkins High School,81,89
16866,Steve Johnson,M,9th,Hawkins High School,76,97
16867,Breanna Bautista,F,12th,Hawkins High School,88,95
16868,Kimberly Taylor,F,11th,Hawkins High School,78,92
16869,Michael Cabrera,M,11th,Hawkins High School,69,96
16870,Justin Lopez,M,10th,Hawkins High School,67,68
16871,Lisa Watts,F,10th,Hawkins High School,88,88
16872,Aaron Wright,M,11th,Hawkins High School,58,82
16873,Tammy Mejia,F,9th,Hawkins High School,56,74
16874,Adam Rios,M,10th,Hawkins High School,61,70
16875,Kenneth Nguyen,M,10th,Hawkins High School,55,71
16876,Kimberly Moore,F,12th,Hawkins High School,90,89
16877,Tyler Whitaker,M,9th,Hawkins High School,58,72
16878,Aaron Kane,M,9th,Hawkins High School,90,95
16879,Victor Curtis,M,10th,Hawkins High School,67,69
16880,Alexander Thompson,M,12th,Hawkins High School,75,93
16881,Daniel Smith DDS,M,11th,Hawkins High School,78,91
16882,Kelly Marquez,F,12th,Hawkins High School,97,99
16883,Adrian Vargas,M,11th,Hawkins High School,81,72
16884,Kimberly Cole,F,9th,Hawkins High School,64,79
16885,Edward Nguyen,M,9th,Hawkins High School,88,69
16886,Sandra Malone,F,12th,Hawkins High School,79,74
16887,Shirley Watts,F,9th,Hawkins High School,81,86
16888,Sheila Wright,F,12th,Hawkins High School,67,81
16889,Brandon Miranda,M,9th,Hawkins High School,63,71
16890,Tammie Aguilar,F,12th,Hawkins High School,89,93
16891,Mark Blake,M,9th,Hawkins High School,88,78
16892,Timothy Spence,M,11th,Hawkins High School,56,77
16893,Colton Powell,M,9th,Hawkins High School,83,81
16894,Shawn Davis,M,10th,Hawkins High School,95,99
16895,Anne Lewis,F,9th,Hawkins High School,91,81
16896,Kelly Rodriguez,F,9th,Hawkins High School,94,75
16897,Angela Williams,F,10th,Hawkins High School,99,79
16898,Rachel Price,F,12th,Hawkins High School,60,91
16899,Megan Avila,F,10th,Hawkins High School,90,94
16900,David Macias,M,11th,Hawkins High School,90,90
16901,Christina Page,F,11th,Hawkins High School,57,77
16902,Melissa Perkins,F,9th,Hawkins High School,95,80
16903,Crystal Davidson,F,10th,Hawkins High School,78,67
16904,Madison Ruiz,F,11th,Hawkins High School,76,67
16905,Jennifer Knox,F,9th,Hawkins High School,63,76
16906,Jason Horn MD,M,10th,Hawkins High School,69,92
16907,Christine Black,F,12th,Hawkins High School,61,95
16908,Stacey Arroyo,F,12th,Hawkins High School,87,79
16909,Jeffrey Yates,M,11th,Hawkins High School,98,65
16910,Allen Stevens,M,10th,Hawkins High School,72,79
16911,Deanna Campbell,F,11th,Hawkins High School,59,88
16912,Sharon Fernandez,F,10th,Hawkins High School,97,77
16913,Alexandra Marshall,F,9th,Hawkins High School,91,81
16914,Daniel Fields,M,10th,Hawkins High School,98,77
16915,Mary Perkins,F,12th,Hawkins High School,72,81
16916,Mike Powell,M,9th,Hawkins High School,63,98
16917,Stephanie Mitchell,F,11th,Hawkins High School,69,90
16918,Jason Santana,M,11th,Hawkins High School,75,74
16919,Jonathan Fleming,M,11th,Hawkins High School,70,97
16920,Kelly Martin,M,12th,Hawkins High School,70,65
16921,Jeremy Grant,M,11th,Hawkins High School,63,98
16922,Stephanie Jimenez,F,9th,Hawkins High School,73,73
16923,Kristina Gillespie,F,12th,Hawkins High School,62,86
16924,Nicole Wallace,F,9th,Hawkins High School,73,90
16925,Chad Ramirez,M,9th,Hawkins High School,83,73
16926,Rebecca Ferrell,F,12th,Hawkins High School,94,76
16927,Nicholas Gray,M,10th,Hawkins High School,55,83
16928,Erica Hall,F,9th,Hawkins High School,59,86
16929,Tanya Lee,F,9th,Hawkins High School,61,68
16930,David Baxter,M,9th,Hawkins High School,70,81
16931,Kristin Clark,F,9th,Hawkins High School,95,79
16932,Robert Brown,M,11th,Hawkins High School,65,84
16933,Natalie Carroll,F,9th,Hawkins High School,82,79
16934,Kenneth Miller,M,11th,Hawkins High School,77,89
16935,Bryce Norris,M,10th,Hawkins High School,86,74
16936,Jessica Hurst,F,9th,Hawkins High School,86,72
16937,Tony White,M,9th,Hawkins High School,98,88
16938,Jamie Mack,M,11th,Hawkins High School,62,73
16939,Larry Black,M,12th,Hawkins High School,58,71
16940,Melody Peterson,F,12th,Hawkins High School,95,82
16941,Matthew Christian,M,10th,Hawkins High School,68,77
16942,Tiffany Mcbride,F,10th,Hawkins High School,97,74
16943,Evan Roberts,M,11th,Hawkins High School,78,64
16944,Kelli Nguyen,F,9th,Hawkins High School,77,92
16945,Amy Munoz,F,10th,Hawkins High School,90,83
16946,Kirsten Harper,F,9th,Hawkins High School,85,88
16947,Mr. John Williams,M,10th,Hawkins High School,79,96
16948,Brenda Murphy,F,10th,Hawkins High School,81,65
16949,Mark Schroeder,M,9th,Hawkins High School,57,99
16950,Robert Ashley,M,12th,Hawkins High School,81,89
16951,Robert Fischer,M,10th,Hawkins High School,60,91
16952,Jasmine Baker,F,10th,Hawkins High School,90,84
16953,Joshua Davis,M,11th,Hawkins High School,77,80
16954,Ruben Walker,M,9th,Hawkins High School,65,65
16955,Matthew Mcclure,M,9th,Hawkins High School,67,96
16956,Clinton Gross,M,12th,Hawkins High School,78,68
16957,Laura Brown,F,9th,Hawkins High School,59,84
16958,Billy Allen,M,9th,Hawkins High School,64,72
16959,Stephanie Lindsey,F,9th,Hawkins High School,67,98
16960,Brian Holder,M,10th,Hawkins High School,69,70
16961,William Martinez,M,9th,Hawkins High School,60,91
16962,Cindy Davis,F,12th,Hawkins High School,70,98
16963,Rhonda Patterson,F,11th,Hawkins High School,92,95
16964,William Jackson DVM,M,10th,Hawkins High School,78,97
16965,Paula Bolton,F,9th,Hawkins High School,92,94
16966,Sarah Goodwin,F,10th,Hawkins High School,75,79
16967,Andrew Larson,M,10th,Hawkins High School,95,86
16968,Ian Colon,M,11th,Hawkins High School,87,87
16969,Jeremy Long DDS,M,12th,Hawkins High School,90,86
16970,Michael Perez,M,11th,Hawkins High School,81,68
16971,James Kelly,M,11th,Hawkins High School,83,98
16972,Travis Daniels,M,12th,Hawkins High School,84,74
16973,Teresa Griffin,F,11th,Hawkins High School,87,68
16974,Vincent Sosa,M,9th,Hawkins High School,86,82
16975,Trevor Miller,M,10th,Hawkins High School,76,98
16976,Connie Atkins,F,12th,Hawkins High School,95,66
16977,Katherine Park,F,9th,Hawkins High School,73,94
16978,Riley Rich,M,10th,Hawkins High School,56,97
16979,Kristopher Cook,M,12th,Hawkins High School,97,89
16980,Shelby Mueller,F,9th,Hawkins High School,87,80
16981,Monica Ballard,F,10th,Hawkins High School,62,93
16982,Marie Martinez,F,12th,Hawkins High School,73,79
16983,Regina Ramirez,F,12th,Hawkins High School,67,77
16984,Justin Davis,M,9th,Hawkins High School,84,70
16985,Robert Kelley,M,10th,Hawkins High School,70,75
16986,Keith Carey,M,10th,Hawkins High School,82,71
16987,Maureen Mercado,F,11th,Hawkins High School,84,70
16988,Teresa Roberts,F,11th,Hawkins High School,58,73
16989,Christine Wilson,F,12th,Hawkins High School,75,87
16990,Cory Phillips,M,10th,Hawkins High School,65,79
16991,Andrea Ball,F,9th,Hawkins High School,73,74
16992,John Munoz,M,12th,Hawkins High School,89,92
16993,Travis Taylor,M,9th,Hawkins High School,98,80
16994,Mr. Kevin Norton,M,9th,Hawkins High School,73,88
16995,Brittany Miller,F,12th,Hawkins High School,84,91
16996,Lindsey Booker,F,9th,Hawkins High School,55,80
16997,Steve Hernandez,M,10th,Hawkins High School,76,77
16998,Sandra Owens,F,9th,Hawkins High School,96,84
16999,Kristen Farmer,F,9th,Hawkins High School,61,96
17000,Adrienne Stone,F,11th,Hawkins High School,58,96
17001,Regina Lee,F,9th,Hawkins High School,68,68
17002,Megan Smith,F,10th,Hawkins High School,71,72
17003,Anita Navarro,F,11th,Hawkins High School,67,81
17004,Jay Thompson,M,10th,Hawkins High School,86,76
17005,Kathryn Davis,F,9th,Hawkins High School,92,76
17006,Peter Lee,M,9th,Hawkins High School,67,71
17007,Jennifer Weaver,F,9th,Hawkins High School,95,83
17008,Eric Bell,M,12th,Hawkins High School,75,73
17009,Charles Foster,M,9th,Hawkins High School,60,88
17010,Brent Hood,M,11th,Hawkins High School,94,97
17011,Roy Torres,M,11th,Hawkins High School,76,74
17012,Rebecca Harmon,F,10th,Hawkins High School,72,64
17013,Krystal Sims,F,12th,Hawkins High School,76,87
17014,Edward Weber DDS,M,10th,Hawkins High School,97,81
17015,Stephen Ruiz,M,12th,Hawkins High School,95,73
17016,Louis Wheeler,M,10th,Hawkins High School,65,66
17017,Joshua Stein,M,11th,Hawkins High School,88,75
17018,Bonnie Cook,F,10th,Hawkins High School,84,73
17019,Mary Hamilton,F,10th,Hawkins High School,67,70
17020,Kristy Barber,F,11th,Hawkins High School,65,75
17021,Rodney Thomas,M,12th,Hawkins High School,93,74
17022,Derek West Jr.,M,10th,Hawkins High School,99,98
17023,Rachel Keller,F,10th,Hawkins High School,55,76
17024,Benjamin Perez,M,11th,Hawkins High School,99,71
17025,Kayla Hart,F,10th,Hawkins High School,64,67
17026,Paul Walker,M,12th,Hawkins High School,88,86
17027,James Lopez,M,12th,Hawkins High School,97,69
17028,Ryan Hall,M,12th,Hawkins High School,80,64
17029,Leah Davis,F,10th,Hawkins High School,84,93
17030,Stephanie Jackson,F,10th,Hawkins High School,95,73
17031,Kayla Rodriguez,F,9th,Hawkins High School,84,80
17032,Adrienne Carrillo,F,9th,Hawkins High School,61,68
17033,Shannon Holt,F,12th,Hawkins High School,72,87
17034,Michelle Simpson,F,11th,Hawkins High School,57,97
17035,Mark Strickland,M,10th,Hawkins High School,83,91
17036,Juan Adams,M,10th,Hawkins High School,77,74
17037,Natalie Luna,F,11th,Hawkins High School,82,93
17038,Kathryn Hernandez,F,9th,Hawkins High School,97,84
17039,David Anderson,M,9th,Hawkins High School,67,85
17040,Calvin Andersen,M,12th,Hawkins High School,74,79
17041,Kaitlyn Scott,F,12th,Hawkins High School,85,64
17042,Craig Velasquez,M,9th,Hawkins High School,68,97
17043,Stephen Vasquez,M,11th,Hawkins High School,80,81
17044,Bailey Hoover,F,10th,Hawkins High School,58,64
17045,Michael Thompson,M,12th,Hawkins High School,79,81
17046,Angela Webb,F,9th,Hawkins High School,94,78
17047,Joseph Washington,M,9th,Hawkins High School,68,88
17048,Brandon Jennings,M,12th,Hawkins High School,75,97
17049,Veronica Johnson,F,10th,Hawkins High School,70,76
17050,Thomas Wise,M,10th,Hawkins High School,63,76
17051,Tina Gutierrez,F,11th,Hawkins High School,97,74
17052,Jasmine Ruiz,F,10th,Hawkins High School,74,68
17053,Stephanie Morgan,F,12th,Hawkins High School,75,73
17054,Kristopher Cox,M,12th,Hawkins High School,72,92
17055,Sean Smith,M,11th,Hawkins High School,95,71
17056,Brooke Jones,F,12th,Hawkins High School,75,89
17057,Eric Rivera,M,12th,Hawkins High School,80,98
17058,Jasmine Black,F,9th,Hawkins High School,58,79
17059,James Patton,M,11th,Hawkins High School,89,72
17060,Kathleen Brennan,F,9th,Hawkins High School,96,99
17061,Eric White,M,10th,Hawkins High School,61,87
17062,David Lee,M,12th,Hawkins High School,85,95
17063,Elizabeth Arnold,F,10th,Hawkins High School,83,95
17064,Joseph Garrett,M,11th,Hawkins High School,61,68
17065,Kevin Pollard,M,9th,Hawkins High School,66,84
17066,Charlotte Adams,F,9th,Hawkins High School,67,92
17067,Alec Olson,M,10th,Hawkins High School,87,69
17068,Ashley Espinoza,F,11th,Hawkins High School,88,95
17069,Anthony Valentine,M,9th,Hawkins High School,84,70
17070,Tyrone Hall,M,9th,Hawkins High School,80,97
17071,Evan Brooks,M,11th,Hawkins High School,84,80
17072,Nicholas Simon,M,10th,Hawkins High School,67,68
17073,Sharon Rivas,F,11th,Hawkins High School,85,69
17074,Brenda Morgan,F,10th,Hawkins High School,99,74
17075,Robert Alexander,M,12th,Hawkins High School,70,99
17076,Cassandra Ryan,F,10th,Hawkins High School,99,74
17077,Yvette Thomas,F,9th,Hawkins High School,90,87
17078,Nathaniel Jackson,M,9th,Hawkins High School,63,85
17079,Thomas Mendoza,M,10th,Hawkins High School,89,91
17080,Donald Moreno,M,10th,Hawkins High School,93,90
17081,Tony Green,M,10th,Hawkins High School,61,89
17082,Brandy Guzman,F,12th,Hawkins High School,76,90
17083,Jermaine Wolf,M,10th,Hawkins High School,57,71
17084,Lori Nichols,F,10th,Hawkins High School,74,69
17085,Rhonda Floyd,F,9th,Hawkins High School,84,67
17086,Javier Horton,M,10th,Hawkins High School,71,76
17087,Robert Hayes,M,12th,Hawkins High School,99,66
17088,Carlos Decker,M,11th,Hawkins High School,62,64
17089,Ashley Mccullough,F,9th,Hawkins High School,77,78
17090,Damon Mitchell,M,12th,Hawkins High School,81,92
17091,Rachel Norton,F,10th,Hawkins High School,89,88
17092,Kimberly Wright,F,10th,Hawkins High School,78,86
17093,Jade Young,F,10th,Hawkins High School,55,73
17094,Mr. Manuel Barnes,M,10th,Hawkins High School,60,73
17095,Paul Bishop,M,9th,Hawkins High School,57,71
17096,Carl Johnston,M,9th,Hawkins High School,65,65
17097,Scott Walton,M,12th,Hawkins High School,85,97
17098,Robert Johnson,M,9th,Hawkins High School,93,66
17099,Carrie York,F,12th,Hawkins High School,68,85
17100,Michelle Smith,F,10th,Hawkins High School,70,70
17101,Susan Lewis,F,11th,Hawkins High School,98,83
17102,Anna Lee,F,9th,Hawkins High School,89,93
17103,Mary Kelly,F,9th,Hawkins High School,78,92
17104,Jacob Brown,M,9th,Hawkins High School,98,79
17105,Joseph Davis,M,12th,Hawkins High School,70,65
17106,David Gibbs,M,12th,Hawkins High School,57,82
17107,William Snyder,M,10th,Hawkins High School,69,72
17108,Hector Santana,M,10th,Hawkins High School,73,75
17109,Robert Rose,M,10th,Hawkins High School,88,76
17110,Anna Gutierrez,F,11th,Hawkins High School,87,87
17111,Aaron Coleman,M,10th,Hawkins High School,81,66
17112,Ryan Trujillo,M,12th,Hawkins High School,68,65
17113,Eric Jones,M,9th,Hawkins High School,74,95
17114,Leslie Cantrell,F,10th,Hawkins High School,74,95
17115,Kim Carroll,F,9th,Hawkins High School,83,91
17116,John Salazar,M,11th,Hawkins High School,87,75
17117,Jennifer Fischer,F,10th,Hawkins High School,83,93
17118,Lisa Ellis,F,12th,Hawkins High School,94,78
17119,Tom Thompson,M,9th,Hawkins High School,83,95
17120,Kristen Anderson,F,9th,Hawkins High School,71,78
17121,Nancy Villanueva,F,11th,Hawkins High School,62,69
17122,Whitney Pearson,F,12th,Hawkins High School,67,86
17123,Susan Brown,F,9th,Hawkins High School,57,75
17124,Darlene Mosley,F,11th,Hawkins High School,81,77
17125,Jerry Hammond,M,9th,Hawkins High School,65,64
17126,Mary Brewer,F,12th,Hawkins High School,60,78
17127,Joseph Jackson,M,9th,Hawkins High School,55,89
17128,Michelle Mcgrath,F,10th,Hawkins High School,62,65
17129,Jennifer Lopez,F,11th,Hawkins High School,97,79
17130,Adrienne Wright,F,10th,Hawkins High School,58,70
17131,Deanna Walker,F,12th,Hawkins High School,89,95
17132,Megan Reynolds,F,12th,Hawkins High School,72,93
17133,Michelle Flores,F,11th,Hawkins High School,73,99
17134,Amy Parker,F,10th,Hawkins High School,55,94
17135,Brian Phillips,M,10th,Hawkins High School,98,88
17136,Bradley Powell,M,10th,Hawkins High School,84,92
17137,Ryan Scott DVM,M,11th,Hawkins High School,76,88
17138,Jennifer Cochran,F,10th,Hawkins High School,85,87
17139,Cindy Williams,F,10th,Hawkins High School,97,95
17140,Shelly Martin,F,9th,Hawkins High School,61,98
17141,Angela Bennett,F,10th,Hawkins High School,76,93
17142,Richard Silva,M,11th,Hawkins High School,97,95
17143,Steven Banks,M,10th,Hawkins High School,57,67
17144,Shelby Delgado,F,12th,Hawkins High School,56,92
17145,Miguel Edwards DVM,M,11th,Hawkins High School,97,86
17146,Lisa Henry,F,10th,Hawkins High School,57,81
17147,Paul Stafford,M,9th,Hawkins High School,85,81
17148,Jason Hayes,M,9th,Hawkins High School,88,77
17149,Jennifer Smith,F,11th,Hawkins High School,73,96
17150,Anna Lopez,F,9th,Hawkins High School,57,66
17151,Dr. Stacey Graham,F,10th,Hawkins High School,57,71
17152,James Jones,M,12th,Hawkins High School,72,88
17153,Kim Baxter,F,10th,Hawkins High School,72,69
17154,Larry Moore,M,11th,Hawkins High School,71,77
17155,Mary Barton,F,12th,Hawkins High School,64,71
17156,Sean Jackson,M,10th,Hawkins High School,60,91
17157,Craig Hamilton,M,11th,Hawkins High School,69,78
17158,Dorothy Rodriguez,F,12th,Hawkins High School,96,66
17159,Megan Adams,F,9th,Hawkins High School,55,86
17160,Carol Logan,F,11th,Hawkins High School,96,65
17161,Veronica Hall,F,11th,Hawkins High School,64,75
17162,Michael Jackson,M,11th,Hawkins High School,61,98
17163,Sean Mccormick,M,9th,Hawkins High School,78,89
17164,Anita Holland,F,9th,Hawkins High School,69,97
17165,Lisa Bridges,F,10th,Hawkins High School,84,71
17166,Juan Daugherty,M,9th,Hawkins High School,88,72
17167,Elijah Hughes,M,11th,Hawkins High School,63,81
17168,Sarah Delacruz,F,12th,Hawkins High School,56,72
17169,Nathan Russell,M,9th,Hawkins High School,56,97
17170,Shawn Gomez,M,12th,Hawkins High School,58,68
17171,Jeremy Cummings,M,10th,Hawkins High School,88,68
17172,Stephanie Collins,F,10th,Hawkins High School,65,96
17173,James Stevenson,M,9th,Hawkins High School,58,80
17174,Stacey Hernandez,F,9th,Hawkins High School,91,78
17175,Paul Hall,M,11th,Hawkins High School,90,98
17176,Raymond Deleon,M,10th,Hawkins High School,98,85
17177,Maria Wood,F,10th,Hawkins High School,58,74
17178,Henry Schmidt,M,11th,Hawkins High School,90,99
17179,Dwayne Roman,M,11th,Hawkins High School,89,76
17180,Patrick Scott,M,9th,Hawkins High School,97,64
17181,Jeffery York,M,12th,Hawkins High School,72,72
17182,Jonathan Davis,M,9th,Hawkins High School,87,83
17183,Kyle Mcdonald,M,12th,Hawkins High School,87,76
17184,Angela Scott,F,10th,Hawkins High School,77,77
17185,Holly Byrd,F,10th,Hawkins High School,73,87
17186,Stephen Beltran DDS,M,9th,Hawkins High School,61,81
17187,Angela Lopez,F,9th,Hawkins High School,68,93
17188,Dale Carpenter,M,10th,Hawkins High School,55,98
17189,Michael Wilson,M,10th,Hawkins High School,95,87
17190,Taylor Holder,F,12th,Hawkins High School,86,96
17191,Kenneth Garcia,M,12th,Hawkins High School,81,75
17192,Russell Hernandez,M,10th,Hawkins High School,57,76
17193,David Ramirez,M,10th,Hawkins High School,77,85
17194,Tracy Clark,F,11th,Hawkins High School,79,81
17195,Jacob Miller,M,11th,Hawkins High School,72,67
17196,Jill Powell,F,9th,Hawkins High School,87,90
17197,Andrea Flores,F,10th,Hawkins High School,56,77
17198,Colin Rodriguez,M,12th,Hawkins High School,92,79
17199,Carolyn Harris,F,11th,Hawkins High School,57,97
17200,John Gonzalez,M,10th,Hawkins High School,65,98
17201,Michelle George,F,9th,Hawkins High School,67,92
17202,William Shepherd,M,10th,Hawkins High School,83,93
17203,Paul Reed,M,11th,Hawkins High School,73,74
17204,Edward Valencia,M,10th,Hawkins High School,75,90
17205,Terry Sanders,M,11th,Hawkins High School,98,86
17206,Dennis French,M,10th,Hawkins High School,75,73
17207,Christine Peters,F,11th,Hawkins High School,90,98
17208,Joshua Wheeler,M,9th,Hawkins High School,62,79
17209,Meredith Davis,F,9th,Hawkins High School,86,89
17210,Sean Johnston,M,10th,Hawkins High School,69,94
17211,Anthony Gray,M,10th,Hawkins High School,72,97
17212,William George MD,M,9th,Hawkins High School,88,90
17213,Brett Mckay,M,9th,Hawkins High School,96,79
17214,George Humphrey,M,11th,Hawkins High School,62,67
17215,Brittany Archer,F,12th,Hawkins High School,55,85
17216,Olivia Kim,F,10th,Hawkins High School,67,82
17217,Elizabeth Leonard,F,9th,Hawkins High School,85,89
17218,Pamela Carrillo,F,9th,Hawkins High School,64,72
17219,Abigail Casey,F,12th,Hawkins High School,71,88
17220,John Smith,M,12th,Hawkins High School,90,73
17221,Colin Walter,M,12th,Hawkins High School,78,91
17222,David Lozano,M,11th,Hawkins High School,90,64
17223,Kevin Phillips,M,10th,Hawkins High School,95,96
17224,Jose Wolf,M,10th,Hawkins High School,65,75
17225,Peggy Potter,F,10th,Hawkins High School,86,69
17226,Rebecca Stewart,F,10th,Hawkins High School,71,70
17227,Kelly Anderson,F,9th,Hawkins High School,76,67
17228,Larry Benitez,M,11th,Hawkins High School,95,99
17229,Tamara Ruiz,F,11th,Hawkins High School,71,92
17230,Johnathan Morse,M,9th,Hawkins High School,95,88
17231,Stacy Pope,F,10th,Hawkins High School,81,98
17232,Wesley Brown,M,10th,Hawkins High School,89,65
17233,Robin Thompson,F,9th,Hawkins High School,56,79
17234,Adam Gomez,M,9th,Hawkins High School,74,74
17235,Krista Murphy,F,9th,Hawkins High School,66,76
17236,Stephen Hinton,M,10th,Hawkins High School,55,65
17237,Lucas Ramirez,M,12th,Hawkins High School,86,97
17238,Amy Wilkins,F,9th,Hawkins High School,79,99
17239,Philip Day,M,10th,Hawkins High School,75,67
17240,Eric Wilkins,M,10th,Hawkins High School,61,81
17241,Rose French,F,11th,Hawkins High School,76,70
17242,Lisa Copeland,F,11th,Hawkins High School,75,68
17243,Lee Cunningham,M,11th,Hawkins High School,90,89
17244,Michelle Pruitt,F,11th,Hawkins High School,92,99
17245,Diana May,F,10th,Hawkins High School,88,94
17246,Michael Nunez,M,10th,Hawkins High School,60,95
17247,Brandon Ford,M,9th,Hawkins High School,57,92
17248,Jacob Smith,M,11th,Hawkins High School,90,92
17249,John Wheeler,M,12th,Hawkins High School,57,70
17250,Christine Colon,F,9th,Hawkins High School,70,65
17251,Geoffrey Norris MD,M,11th,Hawkins High School,87,68
17252,Tina Cohen,F,12th,Hawkins High School,91,79
17253,Michelle Clark,F,11th,Hawkins High School,77,64
17254,Michael Franklin,M,9th,Hawkins High School,78,65
17255,Jerry Lopez,M,12th,Hawkins High School,63,82
17256,Hector Clark,M,11th,Hawkins High School,94,92
17257,Karen Thomas,F,11th,Hawkins High School,92,82
17258,Michael Bowen,M,12th,Hawkins High School,68,74
17259,Audrey Henry,F,11th,Hawkins High School,75,80
17260,Susan Kelley,F,9th,Hawkins High School,65,64
17261,Denise Jones,F,10th,Hawkins High School,95,67
17262,Tara Fleming,F,12th,Hawkins High School,83,69
17263,Brian Weaver,M,10th,Hawkins High School,56,77
17264,Paula Golden,F,9th,Hawkins High School,86,65
17265,Christopher Reid,M,11th,Hawkins High School,73,95
17266,Donna Solis,F,9th,Hawkins High School,68,65
17267,Karen Duncan,F,11th,Hawkins High School,70,96
17268,Patrick Page,M,12th,Hawkins High School,68,71
17269,Arthur Huang,M,12th,Hawkins High School,69,77
17270,Elizabeth Bishop,F,11th,Hawkins High School,75,84
17271,Denise Haynes,F,11th,Hawkins High School,99,81
17272,Donna Giles,F,10th,Hawkins High School,63,66
17273,Jillian Brady,F,11th,Hawkins High School,99,78
17274,Suzanne Robles,F,12th,Hawkins High School,99,96
17275,Heather Trujillo,F,9th,Hawkins High School,76,80
17276,Jessica Patterson,F,12th,Hawkins High School,82,67
17277,Steven Thompson,M,9th,Hawkins High School,73,67
17278,Deanna Harper,F,10th,Hawkins High School,76,85
17279,Douglas Webster,M,12th,Hawkins High School,90,71
17280,Cristina Bradley,F,11th,Hawkins High School,61,83
17281,George Vazquez,M,10th,Hawkins High School,59,66
17282,Christopher Vega,M,9th,Hawkins High School,56,68
17283,Lance Riley,M,11th,Hawkins High School,57,76
17284,Stacy Ward,F,12th,Hawkins High School,91,89
17285,Michael Blake,M,11th,Hawkins High School,90,66
17286,David Parker,M,9th,Hawkins High School,63,89
17287,Christopher Anderson,M,10th,Hawkins High School,70,68
17288,Andre Brown,M,9th,Hawkins High School,61,83
17289,Katherine Guerrero,F,10th,Hawkins High School,70,91
17290,Kevin Phillips,M,9th,Hawkins High School,91,83
17291,Meagan Kemp,F,11th,Hawkins High School,56,93
